PG.ProteinGroups,PG.ProteinAccessions,PG.Genes,PG.Organisms,PG.ProteinDescriptions,PG.ProteinNames,PG.Database,PG.CV,[1] 20231022_AL_HBSS_pooled_DIA1.raw.PG.Quantity,[2] 20231022_AL_HBSS_pooled_DIA2.raw.PG.Quantity,[3] 20231022_AL_HBSS_pooled_DIA3.raw.PG.Quantity,[4] 20231022_AL_HBSSbaf_pooled_DIAbaf1.raw.PG.Quantity,[5] 20231022_AL_HBSSbaf_pooled_DIAbaf2.raw.PG.Quantity,[6] 20231022_AL_HBSSbaf_pooled_DIAbaf3.raw.PG.Quantity,[1] 20231022_AL_HBSS_pooled_DIA1.raw.PG.Log2Quantity,[2] 20231022_AL_HBSS_pooled_DIA2.raw.PG.Log2Quantity,[3] 20231022_AL_HBSS_pooled_DIA3.raw.PG.Log2Quantity,[4] 20231022_AL_HBSSbaf_pooled_DIAbaf1.raw.PG.Log2Quantity,[5] 20231022_AL_HBSSbaf_pooled_DIAbaf2.raw.PG.Log2Quantity,[6] 20231022_AL_HBSSbaf_pooled_DIAbaf3.raw.PG.Log2Quantity
Q2TB90,Q2TB90,HKDC1,Homo sapiens,Putative hexokinase HKDC1,HKDC1_HUMAN,sp,0.021571605,154126.7656,156764.2656,153416.0469,149592.3125,148589,149338.875,17.2337579,17.25823721,17.22708987,17.19067651,17.18096779,17.18823024
Q2VPK5,Q2VPK5,CTU2,Homo sapiens,Cytoplasmic tRNA 2-thiolation protein 2,CTU2_HUMAN,sp,0.131821715,6285.194336,6800.407715,7294.336914,7909.579102,5979.681152,8401.239258,12.61774164,12.73140553,12.83256112,12.94938521,12.54585284,13.03638644
Q30201,Q30201,HFE,Homo sapiens,Hereditary hemochromatosis protein,HFE_HUMAN,sp,0.221042713,21553.65234,12777.76367,23661.36133,25790.85547,18520.64648,22226.1875,14.39564474,13.64134774,14.53024546,14.65457201,14.17684684,14.43997288
Q31612,Q31612,HLA-B,Homo sapiens,"HLA class I histocompatibility antigen, B-73 alpha chain",1B73_HUMAN,sp,0.037204843,40407.03906,39698.51563,39210.61328,43093.14844,42329.0625,40483.71484,15.30231902,15.27679744,15.25895659,15.39517089,15.36936092,15.30505406
Q32MZ4,Q32MZ4,LRRFIP1,Homo sapiens,Leucine-rich repeat flightless-interacting protein 1,LRRF1_HUMAN,sp,0.07258041,85881.83594,86559.875,88423.71875,80477.69531,74479.46875,75616.04688,16.39006541,16.4014108,16.43214579,16.29630137,16.18455516,16.20640481
Q32NB8,Q32NB8,PGS1,Homo sapiens,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial",PGPS1_HUMAN,sp,0.516570701,590.3509521,8414.0625,4194.085449,8587.456055,6659.48584,6785.16748,9.205429053,13.03858682,12.03414054,13.0680151,12.70119508,12.72816871
Q32NC0,Q32NC0,C18orf21,Homo sapiens,UPF0711 protein C18orf21,CR021_HUMAN,sp,0.480662455,14417.5166,10194.05078,4259.819336,9514.292969,6295.847656,4460.852539,13.81553506,13.31543982,12.05657653,13.21588073,12.62018492,12.12310374
Q32P28,Q32P28,P3H1,Homo sapiens,Prolyl 3-hydroxylase 1,P3H1_HUMAN,sp,0.045779842,35307.91406,35479.69922,32414.73828,33299.67969,31749.16211,32937.09766,15.10770397,15.11470616,14.9843623,15.02322068,14.9544309,15.00742581
Q32P41,Q32P41,TRMT5,Homo sapiens,tRNA (guanine(37)-N1)-methyltransferase,TRM5_HUMAN,sp,0.077171094,21091.85547,20956.64063,19588.52539,17628.41211,20950.91797,18208.84766,14.3643984,14.35511985,14.25772118,14.10561491,14.35472584,14.152352
Q3B726,Q3B726,TWISTNB,Homo sapiens,DNA-directed RNA polymerase I subunit RPA43,RPA43_HUMAN,sp,0.052416453,24976.16406,22008.73242,22689.89648,24247.20898,22225.70117,22487.74414,14.6082643,14.42578844,14.46976241,14.56553107,14.43994131,14.45685132
Q3KQU3,Q3KQU3,MAP7D1,Homo sapiens,MAP7 domain-containing protein 1,MA7D1_HUMAN,sp,0.057006821,98521.36719,88836.82031,90952.67188,103313.9219,96898.03125,99796.08594,16.58814903,16.43887014,16.4728284,16.65667515,16.56417973,16.60669561
Q3LXA3,Q3LXA3,TKFC,Homo sapiens,Triokinase/FMN cyclase,TKFC_HUMAN,sp,0.077908281,122995.8281,132868.0938,134473.5156,144703.1563,123570.9297,116749.2891,16.90824986,17.01963518,17.03696254,17.14273686,16.91497986,16.83305424
Q3MHD2,Q3MHD2,LSM12,Homo sapiens,Protein LSM12 homolog,LSM12_HUMAN,sp,0.05881831,91613.08594,90676.47656,98901,87697.35938,92688.90625,82865.71875,16.48326607,16.46844071,16.59369749,16.42024578,16.50010906,16.33848777
Q3SXM5,Q3SXM5,HSDL1,Homo sapiens,Inactive hydroxysteroid dehydrogenase-like protein 1,HSDL1_HUMAN,sp,0.065730645,27043.08594,26369.50781,24242.46094,29109.64844,28321.45313,28511.92383,14.72297217,14.68658302,14.56524854,14.8292098,14.78960767,14.79927777
Q3SY69,Q3SY69,ALDH1L2,Homo sapiens,Mitochondrial 10-formyltetrahydrofolate dehydrogenase,AL1L2_HUMAN,sp,0.132022408,9325.767578,9758.09375,8447.404297,7459.402832,8865.193359,6840.625977,13.18700676,13.25238363,13.04429239,12.86484442,13.11393638,12.73991263
Q3V5L5,Q3V5L5,MGAT5B,Homo sapiens,"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B",MGT5B_HUMAN,sp,0.060382153,23066.76367,26281.07422,24221.29102,24348.18359,24069.86523,21940.50781,14.49352798,14.68173663,14.56398814,14.57152653,14.55494044,14.4213093
Q3YEC7,Q3YEC7,RABL6,Homo sapiens,Rab-like protein 6,RABL6_HUMAN,sp,0.087690679,11331.97266,12974.30762,12108.87305,11362.68555,10057.04199,10881.18359,13.46811141,13.66336993,13.56377698,13.47201623,13.29591842,13.40954787
Q3ZAQ7,Q3ZAQ7,VMA21,Homo sapiens,Vacuolar ATPase assembly integral membrane protein VMA21,VMA21_HUMAN,sp,0.208387656,18382.81641,9990.129883,14940.78906,13506.91895,17249.06836,13172.50781,14.1660702,13.28628772,13.86696872,13.721411,14.07423082,13.68524241
Q3ZCQ8,Q3ZCQ8,TIMM50,Homo sapiens,Mitochondrial import inner membrane translocase subunit TIM50,TIM50_HUMAN,sp,0.020938975,313475.2813,321560.9063,305861,312671.0938,311152.7813,323283.0938,18.25799216,18.2947325,18.22251664,18.25428632,18.24726362,18.30243854
Q49A26,Q49A26,GLYR1,Homo sapiens,Putative oxidoreductase GLYR1,GLYR1_HUMAN,sp,0.044186294,65431.69531,66143.78125,69829.04688,60956.53516,64069.49609,65463.30078,15.99770203,16.0133179,16.09153966,15.89549328,15.96735002,15.99839873
Q49AR2,Q49AR2,C5orf22,Homo sapiens,UPF0489 protein C5orf22,CE022_HUMAN,sp,0.113307065,23903.97852,25735.47852,25439.4375,21134.95313,21375.54297,19358.79297,14.54496314,14.65147099,14.63477915,14.36734329,14.38367345,14.24070138
Q4G0F5,Q4G0F5,VPS26B,Homo sapiens,Vacuolar protein sorting-associated protein 26B,VP26B_HUMAN,sp,0.101726535,15176.15234,13006.70117,13806.38574,17017.44141,15733.32715,16471.43359,13.88951845,13.66696748,13.75304808,14.05472652,13.94153617,14.00767851
Q4G0J3,Q4G0J3,LARP7,Homo sapiens,La-related protein 7,LARP7_HUMAN,sp,0.032999318,33544.35938,34295.28906,33361.04688,32953.93359,31130.23242,33754.44531,15.03378257,15.0657228,15.02587694,15.00816306,14.92602873,15.04278989
Q4G0N4,Q4G0N4,NADK2,Homo sapiens,"NAD kinase 2, mitochondrial",NAKD2_HUMAN,sp,0.079658677,39799,43397.80469,36567.59375,36289.71094,40011.80469,35245.73047,15.28044456,15.40533444,15.15827808,15.14727294,15.28813808,15.10516089
Q4G0P3,Q4G0P3,HYDIN,Homo sapiens,Hydrocephalus-inducing protein homolog,HYDIN_HUMAN,sp,0.054954761,250948.5469,259909.2031,254928.375,232896.2344,231802.9844,229721.6406,17.93703207,17.98764819,17.95973244,17.82932779,17.82253962,17.80952724
Q4G176,Q4G176,ACSF3,Homo sapiens,"Acyl-CoA synthetase family member 3, mitochondrial",ACSF3_HUMAN,sp,0.059447858,25688.10156,26694.01367,27337.37109,25618.64648,22932.23633,25134.28125,14.64881265,14.70422862,14.73858689,14.64490664,14.48508943,14.61736881
Q4J6C6,Q4J6C6,PREPL,Homo sapiens,Prolyl endopeptidase-like,PPCEL_HUMAN,sp,0.32596332,1836.829468,3711.865479,4140.380859,4369.208008,2246.136963,4385.721191,10.84300198,11.85792871,12.01554777,12.09315608,11.13323019,12.09859838
Q4KMP7,Q4KMP7,TBC1D10B,Homo sapiens,TBC1 domain family member 10B,TB10B_HUMAN,sp,0.139328736,7171.499023,7131.788574,5481.305176,7486.862305,5455.915527,6146.179688,12.80805899,12.80004822,12.42030374,12.87014551,12.41360559,12.58547423
Q4KMQ2,Q4KMQ2,ANO6,Homo sapiens,Anoctamin-6,ANO6_HUMAN,sp,0.03799218,77144.25781,77457.21875,76964.71875,73936.85938,70792.83594,72289.25,16.23527115,16.24111208,16.23190963,16.17400614,16.11131575,16.1414935
Q4LE39,Q4LE39,ARID4B,Homo sapiens,AT-rich interactive domain-containing protein 4B,ARI4B_HUMAN,sp,0.413311447,959.1459351,1757.688965,1081.505615,1883.213379,2485.734863,937.7245483,9.905606529,10.77946408,10.07882544,10.87898076,11.27945671,9.873020391
Q4U2R6,Q4U2R6,MRPL51,Homo sapiens,"39S ribosomal protein L51, mitochondrial",RM51_HUMAN,sp,0.135431839,5200.337402,5795.15625,4916.730469,7085.12793,5341.341309,5993.575195,12.34438951,12.50063184,12.26348355,12.79057819,12.38298636,12.54920112
Q4V328,Q4V328,GRIPAP1,Homo sapiens,GRIP1-associated protein 1,GRAP1_HUMAN,sp,0.126831022,21135.01758,22074.91992,16239.9082,17498.80859,17161.17578,17798.99609,14.36734769,14.43012058,13.98725586,14.09496908,14.06686078,14.11950825
Q4V339;Q5JTY5;Q5RIA9;Q8IUF1;Q9BRT8,Q4V339;Q5JTY5;Q5RIA9;Q8IUF1;Q9BRT8,CBWD6;CBWD3;CBWD5;CBWD2;CBWD1,Homo sapiens,COBW domain-containing protein 6;COBW domain-containing protein 3;COBW domain-containing protein 5;COBW domain-containing protein 2;COBW domain-containing protein 1,CBWD6_HUMAN;CBWD3_HUMAN;CBWD5_HUMAN;CBWD2_HUMAN;CBWD1_HUMAN,sp,0.300225446,20533.46094,15583.43652,18651.40234,11726.00488,8548.46875,13582.4668,14.3256892,13.9277258,14.18699649,13.51742394,13.0614503,13.7294579
Q4VC31,Q4VC31,CCDC58,Homo sapiens,Coiled-coil domain-containing protein 58,CCD58_HUMAN,sp,0.044176445,41101.88672,42862.71484,43189.3125,39727.67969,39829.64063,38737.625,15.326917,15.38743561,15.39838673,15.27785691,15.28155484,15.24144788
Q4ZIN3,Q4ZIN3,TMEM259,Homo sapiens,Membralin,MBRL_HUMAN,sp,0.123284001,20147.50977,22792.70898,21653.05273,17991.98438,18132.89063,16504.13672,14.29831391,14.47628478,14.40228282,14.13506669,14.14632131,14.01054006
Q52LJ0,Q52LJ0,FAM98B,Homo sapiens,Protein FAM98B,FA98B_HUMAN,sp,0.047117084,56418.26563,60880.28125,56906.52344,60092.42578,54315.77734,54862.83594,15.7838747,15.8936874,15.79630642,15.87489554,15.7290837,15.74354158
Q52LW3,Q52LW3,ARHGAP29,Homo sapiens,Rho GTPase-activating protein 29,RHG29_HUMAN,sp,0.139081844,16454.92383,25193.45117,24186.55273,22103.67188,23218.85156,23760.9082,14.00623173,14.62076115,14.56191754,14.43199843,14.503009,14.53630236
Q53EP0,Q53EP0,FNDC3B,Homo sapiens,Fibronectin type III domain-containing protein 3B,FND3B_HUMAN,sp,0.03817447,48159.41406,50470.00391,48042.27734,45819.20313,49559.12891,46129.33594,15.55553022,15.62313858,15.55201692,15.48366475,15.59686321,15.4933969
Q53EU6,Q53EU6,GPAT3,Homo sapiens,Glycerol-3-phosphate acyltransferase 3,GPAT3_HUMAN,sp,0.054934356,104070.9453,108867.0938,107033.9453,96441.07031,94900.8125,102171.8047,16.66720783,16.73220842,16.70770889,16.55736004,16.53413282,16.6406376
Q53EZ4,Q53EZ4,CEP55,Homo sapiens,Centrosomal protein of 55 kDa,CEP55_HUMAN,sp,0.061977746,19616.99609,21769.44336,20020.54883,21618.17578,19570.5918,18589.89063,14.25981652,14.4100169,14.2891939,14.39995717,14.25639976,14.18223066
Q53F19,Q53F19,NCBP3,Homo sapiens,Nuclear cap-binding protein subunit 3,NCBP3_HUMAN,sp,0.078237018,47566.37109,43938.91797,43422.86328,41786.18359,37267.84375,43360.32031,15.53765434,15.42321172,15.40616724,15.35073838,15.18564373,15.40408779
Q53FA7,Q53FA7,TP53I3,Homo sapiens,Quinone oxidoreductase PIG3,QORX_HUMAN,sp,0.041146738,47417.59766,48964.02344,43397.78125,47915.11719,46159.74609,47380.53125,15.53313495,15.57943449,15.40533367,15.54819328,15.49434767,15.53200675
Q53FV1,Q53FV1,ORMDL2,Homo sapiens,ORM1-like protein 2,ORML2_HUMAN,sp,0.043468365,97649.78906,98492.77344,87576.23438,95246.35156,93038.50781,91524.72656,16.57532931,16.58773026,16.4182518,16.53937621,16.50554034,16.48187394
Q53GA4,Q53GA4,PHLDA2,Homo sapiens,Pleckstrin homology-like domain family A member 2,PHLA2_HUMAN,sp,0.380178267,61283.23047,37959.84766,48303.51172,23241.32422,35483.17969,24082.42188,15.90320473,15.21218658,15.55984046,14.50440465,15.11484768,14.55569287
Q53GQ0,Q53GQ0,HSD17B12,Homo sapiens,Very-long-chain 3-oxoacyl-CoA reductase,DHB12_HUMAN,sp,0.057834124,147624.5625,156233.2031,168448.0625,161351.6875,165104.6875,174180.1563,17.17157326,17.25334157,17.36194431,17.29984914,17.33302155,17.41022075
Q53GS7,Q53GS7,GLE1,Homo sapiens,Nucleoporin GLE1,GLE1_HUMAN,sp,0.068237701,11229.03125,11724.7959,11179.35156,9643.431641,10903.40332,10340.9502,13.45494585,13.51727519,13.44854889,13.23533091,13.4124909,13.33608114
Q53GS9,Q53GS9,USP39,Homo sapiens,U4/U6.U5 tri-snRNP-associated protein 2,SNUT2_HUMAN,sp,0.041370198,69087.61719,66447.73438,72648.17188,70066.94531,70267.54688,74901.66406,16.07613953,16.01993239,16.14863887,16.09644638,16.10057091,16.19271015
Q53H12,Q53H12,AGK,Homo sapiens,"Acylglycerol kinase, mitochondrial",AGK_HUMAN,sp,0.045963246,102097.125,103033.3281,109261.2344,99963.76563,98509.71094,95631.45313,16.63958272,16.65275155,16.7374221,16.60911763,16.58797833,16.54519758
Q53H82,Q53H82,LACTB2,Homo sapiens,Beta-lactamase-like protein 2,LACB2_HUMAN,sp,0.035227683,44978.26953,41481.41797,41232.55469,42279.87891,43255.64063,44243.05078,15.45694054,15.34017759,15.33149623,15.36768362,15.40060065,15.43316325
Q53H96,Q53H96,PYCRL,Homo sapiens,Pyrroline-5-carboxylate reductase 3,P5CR3_HUMAN,sp,0.068838126,23995.60547,22744.7207,23903.75391,26808.60938,26521.04883,23399.03516,14.5504826,14.4732441,14.54494958,14.71040876,14.69485021,14.51416142
Q53HC9,Q53HC9,TSSC1,Homo sapiens,Protein TSSC1,TSSC1_HUMAN,sp,0.617445918,37263.73438,36446.01953,8314.443359,10540.03516,13917.10938,18644.60742,15.18548464,15.15347364,13.02140396,13.36359206,13.76457197,14.1864708
Q53HL2,Q53HL2,CDCA8,Homo sapiens,Borealin,BOREA_HUMAN,sp,0.103519315,14279.19727,11500.60742,14832.85254,13358.16992,15414.04102,12939.2793,13.80162726,13.48942244,13.85650845,13.70543475,13.91195751,13.65946964
Q53R41,Q53R41,FASTKD1,Homo sapiens,FAST kinase domain-containing protein 1,FAKD1_HUMAN,sp,0.358519102,2226.595703,2115.070801,1748.341309,2442.182373,727.5797119,1377.921509,11.12062391,11.04649024,10.77177114,11.25395522,9.506961505,10.42827799
Q53S33,Q53S33,BOLA3,Homo sapiens,BolA-like protein 3,BOLA3_HUMAN,sp,0.053710591,72411.28125,77209.13281,70569.53906,68398.59375,73822.84375,66557.86719,16.14392686,16.23648389,16.10675797,16.06167904,16.17177969,16.02232158
Q53T59,Q53T59,HS1BP3,Homo sapiens,HCLS1-binding protein 3,H1BP3_HUMAN,sp,0.093090027,12059.20508,14191.21777,15693.34668,15270.89844,14593.60059,15563.47266,13.55784719,13.79271077,13.93786543,13.89849732,13.83304825,13.92587638
Q53TN4,Q53TN4,CYBRD1,Homo sapiens,Cytochrome b reductase 1,CYBR1_HUMAN,sp,0.094468765,42709.72266,42823.83203,52047.19922,42349.28516,50409.23438,48833.56641,15.38227691,15.38612628,15.66753291,15.37005,15.62140042,15.57558552
Q562E7,Q562E7,WDR81,Homo sapiens,WD repeat-containing protein 81,WDR81_HUMAN,sp,0.197260566,9280.780273,8887.475586,8069.69873,12746.38867,10729.13574,12983.48047,13.18003039,13.11755798,12.9782991,13.63780094,13.38924625,13.66438956
Q562R1,Q562R1,ACTBL2,Homo sapiens,Beta-actin-like protein 2,ACTBL_HUMAN,sp,0.072338315,13641294,13370430,13568242,13682444,15104514,12020164,23.70147717,23.67254253,23.69373047,23.70582262,23.84847643,23.51895324
Q567U6,Q567U6,CCDC93,Homo sapiens,Coiled-coil domain-containing protein 93,CCD93_HUMAN,sp,0.088742789,11633.21973,9313.185547,11754.39648,11653.40625,11989.18945,10937.55664,13.50596283,13.18505901,13.52091285,13.50846409,13.54944651,13.41700287
Q567V2,Q567V2,MPV17L2,Homo sapiens,Mpv17-like protein 2,M17L2_HUMAN,sp,0.125652641,16343.09961,21766.03516,17473.64453,19927.61133,16251.56641,20636.03906,13.99639401,14.40979101,14.09289293,14.28248117,13.98829116,14.33287846
Q56VL3,Q56VL3,OCIAD2,Homo sapiens,OCIA domain-containing protein 2,OCAD2_HUMAN,sp,0.029342279,167176.5938,169758.5,166368.9219,160941.9375,156990.7344,161082.0313,17.35101335,17.37312429,17.34402643,17.29618078,17.26031989,17.29743604
Q58FF8,Q58FF8,HSP90AB2P,Homo sapiens,Putative heat shock protein HSP 90-beta 2,H90B2_HUMAN,sp,0.070280164,396048.625,420635.5313,457597.625,393203.4688,377393.0625,427281.2813,18.59531804,18.68221119,18.80372004,18.58491652,18.52570838,18.70482659
Q58FG1,Q58FG1,HSP90AA4P,Homo sapiens,Putative heat shock protein HSP 90-alpha A4,HS904_HUMAN,sp,0.095857254,41463.54688,42046.375,36345.89844,37122.59375,35818.25781,32583.86133,15.33955591,15.3596938,15.14950495,15.18000989,15.12840755,14.99186996
Q58WW2,Q58WW2,DCAF6,Homo sapiens,DDB1- and CUL4-associated factor 6,DCAF6_HUMAN,sp,0.554507954,7609.077637,3175.00293,2842.426758,3668.151367,2972.602539,1735.539063,12.89350587,11.63254221,11.47290746,11.84083746,11.53751086,10.76116812
Q5BJD5,Q5BJD5,TMEM41B,Homo sapiens,Transmembrane protein 41B,TM41B_HUMAN,sp,0.069563052,68315.96875,71605.91406,58946.84375,71192.50781,66711.88281,70136.74219,16.05993523,16.12779113,15.84712695,16.1194378,16.02565614,16.0978828
Q5BJF2,Q5BJF2,TMEM97,Homo sapiens,Transmembrane protein 97,TMM97_HUMAN,sp,0.025122191,194742.5,191042.5781,182271.8281,189028.5938,183215.5313,187749.0781,17.57120824,17.54353469,17.47573207,17.52824496,17.48318228,17.5184463
Q5BJH2,Q5BJH2,TMEM128,Homo sapiens,Transmembrane protein 128,TM128_HUMAN,sp,0.180751001,6957.569824,7588.62207,5569.584473,8647.147461,6287.853516,5518.487305,12.76436777,12.88962223,12.44335398,13.07800858,12.61835189,12.43005714
Q5BJH7,Q5BJH7,YIF1B,Homo sapiens,Protein YIF1B,YIF1B_HUMAN,sp,0.074974795,107650.8906,99733.03125,101318.4688,107475.3594,87400.89063,97336.49219,16.71600073,16.60578378,16.62853765,16.71364641,16.41536036,16.57069316
Q5BKZ1,Q5BKZ1,ZNF326,Homo sapiens,DBIRD complex subunit ZNF326,ZN326_HUMAN,sp,0.037925025,84795.0625,88862.01563,87174.9375,87802.44531,94877.92969,88658.51563,16.37169264,16.43927925,16.4116258,16.4219735,16.53378491,16.43597159
Q5C9Z4,Q5C9Z4,NOM1,Homo sapiens,Nucleolar MIF4G domain-containing protein 1,NOM1_HUMAN,sp,0.096189095,26100.35156,28671.60352,31236.67383,31922.81836,30665.75195,25257.21484,14.67178162,14.80733497,14.93095322,14.96230041,14.90434071,14.62440794
Q5EBL8,Q5EBL8,PDZD11,Homo sapiens,PDZ domain-containing protein 11,PDZ11_HUMAN,sp,0.082002163,23372.25586,22207.07031,20840.42578,23804.91992,19147.98242,20669.45313,14.51250937,14.43873146,14.34709713,14.53897216,14.22490477,14.3352126
Q5GLZ8,Q5GLZ8,HERC4,Homo sapiens,Probable E3 ubiquitin-protein ligase HERC4,HERC4_HUMAN,sp,0.040737257,35222.66406,38992.8125,36801.53516,36653.5625,38715.13281,38761.67969,15.10421641,15.2509206,15.16747833,15.16166581,15.24060997,15.24234347
Q5H8A4,Q5H8A4,PIGG,Homo sapiens,GPI ethanolamine phosphate transferase 2,PIGG_HUMAN,sp,0.252041459,6104.162109,7359.727051,9466.887695,5835.525879,8275.677734,4682.291016,12.57557756,12.84543655,13.20867449,12.51064696,13.01466175,12.19299889
Q5H9R7,Q5H9R7,PPP6R3,Homo sapiens,Serine/threonine-protein phosphatase 6 regulatory subunit 3,PP6R3_HUMAN,sp,0.044316466,57140.5,50511.50391,53563.01172,54584.85938,52599.48047,51515.84375,15.80222604,15.62432438,15.70894946,15.73621321,15.68276093,15.65272858
Q5HYA8,Q5HYA8,TMEM67,Homo sapiens,Meckelin,MKS3_HUMAN,sp,0.059540974,411433.8438,467362.1563,401788.1563,407688.9063,445636.5938,426258.375,18.65030095,18.83418139,18.61607551,18.63710917,18.76550818,18.70136865
Q5HYI7,Q5HYI7,MTX3,Homo sapiens,Metaxin-3,MTX3_HUMAN,sp,0.118419835,12576.2793,14660.31348,12687.70215,14616.39844,16165.93945,16767.31445,13.61841754,13.83962833,13.63114319,13.83530025,13.98066973,14.03336402
Q5HYI8,Q5HYI8,RABL3,Homo sapiens,Rab-like protein 3,RABL3_HUMAN,sp,0.027946788,191503.1719,183578.4063,178583.2344,181461.5156,179830.9219,177523.9688,17.54700876,17.48603684,17.44623712,17.46930409,17.45628159,17.4376543
Q5HYJ3,Q5HYJ3,FAM76B,Homo sapiens,Protein FAM76B,FA76B_HUMAN,sp,0.183802519,12126.9209,12633.80176,11696.07324,7933.889648,8651.111328,10160.09082,13.56592567,13.62500122,13.51373663,12.95381262,13.07866976,13.31062568
Q5HYK3,Q5HYK3,COQ5,Homo sapiens,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",COQ5_HUMAN,sp,0.094717146,15044.09766,15580.52246,18270.16602,19179.2207,17378.41992,18234.63672,13.87690996,13.92745599,14.15720212,14.22725648,14.0850093,14.15439384
Q5J8M3,Q5J8M3,EMC4,Homo sapiens,ER membrane protein complex subunit 4,EMC4_HUMAN,sp,0.026923709,67362.42188,64023.19922,66999.08594,68059.42188,67936.10938,69445.95313,16.03965639,15.96630715,16.03185379,16.05450728,16.05189098,16.083603
Q5JPH6,Q5JPH6,EARS2,Homo sapiens,"Probable glutamate--tRNA ligase, mitochondrial",SYEM_HUMAN,sp,0.027436984,80878.1875,84457.10938,87372.82031,86400.03906,83518.98438,83519.46094,16.30346305,16.36593125,16.41489694,16.39874434,16.34981655,16.34982478
Q5JPI3,Q5JPI3,C3orf38,Homo sapiens,Uncharacterized protein C3orf38,CC038_HUMAN,sp,0.222151812,6429.729492,3864.691162,5242.34375,3686.705322,4242.930664,4364.784668,12.65054233,11.91613741,12.35599624,11.84811639,12.05084539,12.09169477
Q5JRA6,Q5JRA6,MIA3,Homo sapiens,Melanoma inhibitory activity protein 3,MIA3_HUMAN,sp,0.036611874,38300.57813,38328.11328,40875.47656,38142.25391,40924.88281,37834.70703,15.22507855,15.22611536,15.31894793,15.21910248,15.32069067,15.20742265
Q5JRX3,Q5JRX3,PITRM1,Homo sapiens,"Presequence protease, mitochondrial",PREP_HUMAN,sp,0.020179569,85304.89844,85273.38281,89127.94531,85536.10938,88559.07031,85906.85156,16.38034097,16.37980787,16.44359023,16.38424597,16.43435246,16.39048558
Q5JS54,Q5JS54,PSMG4,Homo sapiens,Proteasome assembly chaperone 4,PSMG4_HUMAN,sp,0.164440846,18441.44336,15967.83301,19790.07227,16356.23828,12138.48535,15012.66699,14.17066396,13.96288092,14.27248926,13.99755337,13.56730079,13.87389267
Q5JSH3,Q5JSH3,WDR44,Homo sapiens,WD repeat-containing protein 44,WDR44_HUMAN,sp,0.109702544,16875.1543,18625.03125,21643.31836,16504.95703,17021.51563,16883.6582,14.04261307,14.18495523,14.40163409,14.01061176,14.05507188,14.04333991
Q5JSZ5,Q5JSZ5,PRRC2B,Homo sapiens,Protein PRRC2B,PRC2B_HUMAN,sp,0.148783329,7340.282227,11380.92871,9125.915039,8496.070313,8714.887695,8665.503906,12.84161982,13.47433067,13.15575351,13.05257999,13.08926636,13.08106793
Q5JTH9,Q5JTH9,RRP12,Homo sapiens,RRP12-like protein,RRP12_HUMAN,sp,0.03156895,288270.4063,288800.5313,283682.75,270831.375,267896.1563,279387.125,18.13706321,18.13971387,18.1139189,18.04703535,18.03131436,18.09190601
Q5JTJ3,Q5JTJ3,COA6,Homo sapiens,Cytochrome c oxidase assembly factor 6 homolog,COA6_HUMAN,sp,0.136862367,54645.38281,55648.30469,57251.59375,46227.44531,46126.15234,40061.56641,15.73781198,15.76405012,15.80502823,15.49646202,15.49329733,15.28993121
Q5JTV8,Q5JTV8,TOR1AIP1,Homo sapiens,Torsin-1A-interacting protein 1,TOIP1_HUMAN,sp,0.029472734,159476.5781,149551.3281,154907.875,146618.2031,153518.0938,154887.0469,17.28298503,17.1902812,17.24105096,17.1617047,17.22804918,17.24085697
Q5JTZ9,Q5JTZ9,AARS2,Homo sapiens,"Alanine--tRNA ligase, mitochondrial",SYAM_HUMAN,sp,0.029558471,16567.94141,16814.28906,17948.99023,17179.69336,16656.25977,17083.875,14.01610674,14.03740016,14.13161506,14.06841667,14.02377685,14.06034763
Q5JVF3,Q5JVF3,PCID2,Homo sapiens,PCI domain-containing protein 2,PCID2_HUMAN,sp,0.069983651,30243.75391,32054.18164,33450.52344,35276.625,36328.75391,35716.10547,14.8843496,14.96822496,15.02974117,15.10642492,15.14882426,15.12428716
Q5JVS0,Q5JVS0,HABP4,Homo sapiens,Intracellular hyaluronan-binding protein 4,HABP4_HUMAN,sp,0.172224104,9169.621094,11801.48438,9947.595703,10408.7334,12342.81152,14573.85254,13.1626464,13.52668071,13.28013216,13.3455069,13.59138344,13.83109468
Q5JWF2,Q5JWF2,GNAS,Homo sapiens,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas,GNAS1_HUMAN,sp,0.021929104,154661.875,151915.8906,151057.2031,153349.7031,146022.2188,155168.8125,17.23875808,17.21291326,17.20473545,17.22646585,17.15582838,17.24347909
Q5M775,Q5M775,SPECC1,Homo sapiens,Cytospin-B,CYTSB_HUMAN,sp,0.088929389,33634.85938,28661.64453,35477.69141,35487.09766,36488.39844,31439.09375,15.03766961,14.80683377,15.11462451,15.11500697,15.15515021,14.94027201
Q5MIZ7,Q5MIZ7,PPP4R3B,Homo sapiens,Serine/threonine-protein phosphatase 4 regulatory subunit 3B,P4R3B_HUMAN,sp,0.05429019,49905.73828,57424.88281,55074.09766,53069.14453,50992.91016,51045.46094,15.60691809,15.80938839,15.74908633,15.69558567,15.63800905,15.63949506
