PG.ProteinGroups,PG.Genes,[1] 20231022_AL_HBSS_pooled_DIA1.raw.PG.Quantity,[2] 20231022_AL_HBSS_pooled_DIA2.raw.PG.Quantity,[3] 20231022_AL_HBSS_pooled_DIA3.raw.PG.Quantity,[4] 20231022_AL_HBSSbaf_pooled_DIAbaf1.raw.PG.Quantity,[5] 20231022_AL_HBSSbaf_pooled_DIAbaf2.raw.PG.Quantity,[6] 20231022_AL_HBSSbaf_pooled_DIAbaf3.raw.PG.Quantity
Q9UBC2,EPS15L1,16949.30078125,12576.2353515625,16011.9716796875,17281.427734375,17684.66015625,16206.8837890625
Q9UBC5,MYO1A,27045.115234375,24059.568359375,27476.30078125,22782.248046875,25693.265625,28498.107421875
Q9UBD5,ORC3,15777.8046875,19125.7265625,18327.189453125,22098.419921875,22001.28125,24244.48828125
Q9UBE0,SAE1,151389.453125,137950,144064.46875,137658.9375,144204.71875,147702.09375
Q9UBF2,COPG2,58833.5703125,56470.76171875,59262.4296875,62513.41796875,66410.59375,62157.484375
Q9UBF6,RNF7,8372.529296875,8684.8427734375,6325.9169921875,10468.9951171875,11235.478515625,8624.763671875
Q9UBG0,MRC2,12604.978515625,10959.384765625,11980.6435546875,13727.28125,12963.58984375,13918.5595703125
Q9UBI1,COMMD3,6285.2392578125,5778.36865234375,5327.74853515625,6414.322265625,6787.5654296875,5782.6357421875
Q9UBI6,GNG12,340779.75,304451.84375,331733.46875,337849.21875,338391.25,336372.96875
Q9UBK8,MTRR,12677.0517578125,11319.4541015625,12462.2900390625,14931.0302734375,12359.345703125,14061.505859375
Q9UBK9,UXT,20778.890625,18999.962890625,17650.400390625,16595.849609375,17468.15625,15869.1103515625
Q9UBL3,ASH2L,46368.06640625,40051.42578125,41621.25,39443.78125,39866.921875,38723.96484375
Q9UBM1,PEMT,31630.43359375,16784.509765625,21845.916015625,24643.376953125,17433.673828125,21534.083984375
Q9UBM7,DHCR7,174802.53125,160022.546875,167590.234375,163961.65625,163355.90625,161388.421875
Q9UBN7,HDAC6,9248.9462890625,9216.1298828125,13557.978515625,13996.5166015625,12649.4765625,12669.3427734375
Q9UBP6,METTL1,34626.83203125,31910.533203125,39542.578125,33964.546875,33261.421875,30147.541015625
Q9UBP9,GULP1,11794.3349609375,11245.2275390625,9510.0146484375,20308.54296875,16849.8046875,18976.6640625
Q9UBQ0,VPS29,121979.5,113663.2109375,118077.25,128899.5234375,136710.546875,137510.15625
Q9UBQ5,EIF3K,199222.171875,193526.265625,199799.84375,210363.40625,224480.109375,211175.71875
Q9UBQ7,GRHPR,118312.4765625,122499.8671875,123289.3984375,134644.96875,140890.65625,143517.703125
Q9UBR2,CTSZ,236023.796875,225082.734375,244111.3125,236847.75,206994.640625,231688.625
Q9UBS4,DNAJB11,158432.84375,147384.640625,155376.40625,156371.6875,172468.671875,168499.890625
Q9UBS8,RNF14,NaN,3173.416015625,4047.43017578125,3496.703125,4167.65185546875,2807.12255859375
Q9UBT2,UBA2,319131.78125,311308.5625,315223.65625,308482.75,315019.65625,307315.4375
Q9UBT7,CTNNAL1,12689.2412109375,3688.45703125,7882.77294921875,7021.4033203125,5930.39111328125,7814.0673828125
Q9UBU8,MORF4L1,30745.2890625,25473.89453125,22423.146484375,25613.47265625,21093.212890625,24881.76953125
Q9UBU9,NXF1,44348.3828125,44661.7890625,42359.3125,48073.46484375,46041.2265625,47031.19140625
Q9UBV2,SEL1L,21799.125,16204.8896484375,22710.34765625,19159.64453125,21863.0625,26096.5234375
Q9UBV7,B4GALT7,14820.423828125,13402.4716796875,15965.1337890625,15372.7353515625,21803.529296875,19109.998046875
Q9UBV8,PEF1,65013.890625,60205.09765625,62100.43359375,67684.234375,70554.1875,71563.8203125
Q9UBW7,ZMYM2,13588.4521484375,9710.10546875,12454.833984375,14224.484375,12880.6767578125,13268.482421875
Q9UBW8,COPS7A,72600.9609375,64735.09765625,68318.734375,73339.5546875,81546.1640625,70552.5390625
Q9UBX3,SLC25A10,50994.88671875,47259.296875,51921.67578125,55378.42578125,58689.56640625,57032.8203125
Q9UDW1,UQCR10,163229.25,151792.5625,159372.703125,171620.671875,189023.9375,154028.0625
Q9UDX5,MTFP1,19899.201171875,18837.50390625,23325.7734375,19404.001953125,18115.619140625,18375.123046875
Q9UDY2,TJP2,150808.21875,141535.359375,127186.4765625,118654.3125,144930.15625,151610.421875
Q9UDY8,MALT1,11802.39453125,2902.420654296875,4487.83642578125,3932.948974609375,3312.145263671875,4964.14208984375
Q9UEE9,CFDP1,37852.9375,30743.35546875,34182.0078125,25872.212890625,28437.408203125,30743.76953125
Q9UER7,DAXX,12659.8564453125,15203.05859375,14809.13671875,6579.2763671875,11598.0048828125,11918.4873046875
Q9UEU0,VTI1B,74704.796875,65055.85546875,70501.0625,77650,73178.328125,82100.4609375
Q9UFC0,LRWD1,5181.5224609375,4461.0888671875,5413.390625,5752.50341796875,7313.56787109375,5078.0771484375
Q9UFF9,CNOT8,7823.0693359375,7711.23486328125,7160.88623046875,4902.927734375,8334.0283203125,8696.716796875
Q9UFH2,DNAH17,31884.861328125,38221.1328125,35487.2109375,31375.791015625,37787.65234375,35303.8984375
Q9UFN0,NIPSNAP3A,21191.0859375,16696.166015625,18919.603515625,19783.943359375,19763.423828125,16759.849609375
Q9UFW8,CGGBP1,56593.1875,48996.98046875,53705.328125,53913.765625,52994.5234375,55060.84765625
Q9UG63,ABCF2,77377,74429.7734375,78471.4765625,79225.9375,76915.9296875,81389.921875
Q9UGH3,SLC23A2,4630.0498046875,7219.01220703125,4509.34765625,6862.927734375,7281.9365234375,4281.13427734375
Q9UGI8,TES,86258.4765625,73210.765625,80701.78125,84624.71875,84422.5546875,83486.1171875
Q9UGN5,PARP2,23626.560546875,20252.8515625,21697.10546875,20938.537109375,20259.900390625,22295.267578125
Q9UGP4,LIMD1,18413.015625,15114.5458984375,15697.83984375,16794.771484375,19631.59765625,20932.82421875
Q9UGP8,SEC63,69068.484375,62089.0703125,65661.078125,69141.1796875,70610.40625,73735.21875
Q9UGR2,ZC3H7B,10465.578125,10560.693359375,10464.3212890625,8529.6728515625,7731.328125,8884.775390625
Q9UGV2,NDRG3,9651.2109375,7437.6728515625,7467.3173828125,9894.93359375,10157.8525390625,10749.8408203125
Q9UH17,APOBEC3B,13686.9873046875,9287.08984375,12809.6552734375,10154.1494140625,12436.9267578125,11117.861328125
Q9UH65,SWAP70,37240.88671875,34913.09765625,40643.8515625,37741.359375,40464.125,40265.09765625
Q9UH99,SUN2,38313.8984375,35239.3984375,35545.50390625,39907.8984375,38470.75390625,41426.671875
Q9UHA3,RSL24D1,15153.90234375,18645.244140625,16181.3369140625,17067.76171875,21887.837890625,17541.01953125
Q9UHA4,LAMTOR3,28913.3828125,28086.345703125,31299.248046875,28724.443359375,30709.810546875,29986.65625
Q9UHB6,LIMA1,102438.375,98535.015625,103267.0703125,107150.515625,102341.6953125,101969.71875
Q9UHB7,AFF4,3098.76953125,1922.1094970703125,3955.799072265625,3866.5771484375,2058.796142578125,4030.982421875
Q9UHB9,SRP68,189296.15625,165265.90625,178602.578125,193781.984375,184959,191688.828125
Q9UHD1,CHORDC1,166123.125,159720.59375,165380.921875,163055.46875,172847.65625,170339.015625
Q9UHD2,TBK1,15616.279296875,13043.875,15423.05078125,17236.255859375,17177.97265625,16595.09765625
Q9UHD8,SEPT9,327438.125,305785.46875,324002.59375,332031.90625,334715.5625,342516.46875
Q9UHD9,UBQLN2,18910.970703125,16692.66015625,16533.59375,18721.17578125,17645.56640625,18189.86328125
Q9UHE8,STEAP1,29524.978515625,24582.732421875,19423.6796875,18790.181640625,19089.255859375,22799.478515625
Q9UHG3,PCYOX1,126920.3046875,110492.421875,120927.5625,129586.640625,137153.46875,128126.5703125
Q9UHI6,DDX20,21973.60546875,20151.361328125,21992.3515625,21316.13671875,21048.87109375,21683.5078125
Q9UHK0,NUFIP1,2235.386962890625,1934.541259765625,3165.42236328125,1788.00732421875,3027.8896484375,3739.73291015625
Q9UHL4,DPP7,16666.908203125,15778.794921875,16834.84765625,18712.287109375,16087.462890625,17863.73046875
Q9UHN6,TMEM2,55719.09765625,58447.37890625,59584.94140625,64879.09765625,64589.67578125,64963.7578125
Q9UHQ4,BCAP29,15921.7265625,12238.2099609375,13519.9794921875,17753.439453125,17410.67578125,18691.013671875
Q9UHQ9,CYB5R1,64940.3046875,59734.703125,67502.2734375,68444.5859375,75960.6875,70907.203125
Q9UHR4,BAIAP2L1,73561.3984375,65183.9453125,75300.359375,74444.6484375,72587.953125,74575.4375
Q9UHR5,SAP30BP,49677.46484375,48155.6328125,54164.96875,47134.37890625,51520.88671875,49623.1796875
Q9UHR6,ZNHIT2,25278.708984375,21864.400390625,24179.400390625,22946.927734375,24579.576171875,23555.146484375
Q9UHV9,PFDN2,142240.5,134660.28125,149890.609375,148743.53125,157004.15625,159217.78125
Q9UHX1,PUF60,212380.890625,205337.4375,206141.625,215941.859375,229694.34375,218237.484375
Q9UHY1,NRBP1,15351.2431640625,12488.30859375,14185.771484375,14569.2353515625,15808.755859375,12723.61328125
Q9UHY7,ENOPH1,15968.7705078125,16439.44140625,17668.919921875,18235.638671875,19760.640625,17342.236328125
Q9UI09,NDUFA12,61072.4140625,58007.421875,64691.078125,63173.11328125,65765.9375,70158.5390625
Q9UI10,EIF2B4,22340.947265625,21441.279296875,21821.021484375,23512.72265625,20229.9140625,23375.869140625
Q9UI12,ATP6V1H,18592.689453125,12952.544921875,14316.953125,16174.7490234375,18030.890625,20455.669921875
Q9UI14,RABAC1,48202.0390625,42140.20703125,40827.76953125,50841.5859375,51084.68359375,47501.05078125
Q9UI26,IPO11,3879.233154296875,2569.60888671875,3954.34423828125,2163.1474609375,3331.84912109375,2733.60693359375
Q9UI30,TRMT112,58410.234375,45705.890625,51946.28125,62779.2890625,58006.3515625,59189.28515625
Q9UI46,DNAI1,16721.380859375,13944.1318359375,17709.994140625,19203.568359375,24665.19921875,20610.62890625
Q9UIA9,XPO7,86727.3515625,77955.328125,85123.8125,89954.640625,89895.1953125,89806.890625
Q9UID3,VPS51,11947.2158203125,10784.521484375,9238.8798828125,10181.990234375,11057.45703125,10975.7724609375
Q9UIF9,BAZ2A,32841.7890625,25410.69921875,32153.2421875,36192.36328125,32612.830078125,32062.01171875
Q9UIG0,BAZ1B,198731.640625,176451.21875,198377.5625,192736,210514.5625,203306.234375
Q9UIG8,SLCO3A1,14911.26953125,16263.59765625,16488.958984375,20459.84765625,16310.5810546875,21925.373046875
Q9UII2,ATPIF1,178304.390625,206172.421875,171148.3125,195011.0625,72096.09375,170298.453125
Q9UIJ7,AK3,155460.921875,141360.546875,164028.59375,164206.171875,179739.625,175779.796875
Q9UIL1,SCOC,57590.82421875,66097.640625,54928.84765625,50962.98828125,53669.7109375,58299.3515625
Q9UIQ6,LNPEP,65393.515625,60949.2265625,65015.09375,64119.17578125,68431.4296875,68796.4375
Q9UIS9,MBD1,4532.5625,6453.8095703125,4966.0546875,6449.703125,2461.669921875,3307.679931640625
Q9UIV1,CNOT7,12150.4423828125,11270.40234375,10854.669921875,8642.861328125,8494.3095703125,9312.603515625
Q9UJ41,RABGEF1,13329.9775390625,10577.9931640625,8772.142578125,9032.07421875,6879.58154296875,9257.0283203125
Q9UJ68,MSRA,10518.51171875,11707.2470703125,12188.65234375,11114.9453125,12242.9580078125,12281.513671875
Q9UJ70,NAGK,22249.626953125,21429.431640625,23876.564453125,23566.7578125,25095.271484375,22697.142578125
Q9UJ83,HACL1,41681.44921875,36188.953125,37334.8828125,34251.62890625,37684.38671875,38027.12109375
Q9UJA5,TRMT6,81951.2109375,79982.578125,81336.453125,86117.3359375,88171.0859375,87617.1328125
Q9UJF2,RASAL2,4591.8984375,3306.763427734375,6079.36669921875,4698.13720703125,4455.08154296875,4584.3232421875
Q9UJK0,TSR3,44545.5703125,1434.2967529296875,1153.246826171875,3442.90185546875,3970.534912109375,4084.69775390625
Q9UJS0,SLC25A13,230080.953125,224009.453125,233289.34375,238778.5,243122.015625,235263.109375
Q9UJU6,DBNL,53925.9765625,48788.13671875,53030.86328125,56591.55859375,55487.87109375,53762.4921875
Q9UJV9,DDX41,71018.2890625,65963.625,67547.1328125,71677.484375,73243.4140625,70132.2265625
Q9UJW0,DCTN4,16671.865234375,13675.435546875,15640.0947265625,14381.9326171875,16104.12109375,15405.818359375
Q9UJX2,CDC23,33612.3984375,29244.865234375,31839.06640625,35729.19921875,38584.7890625,36014.828125
Q9UJX3,ANAPC7,33743.48046875,32997.69921875,31942.4296875,33303.63671875,34161.765625,36870.64453125
Q9UJX4,ANAPC5,21142.837890625,18464.046875,19184.708984375,19275.72265625,18878.80078125,20700.9296875
Q9UJX5,ANAPC4,16580.328125,12011.6708984375,16222.365234375,14444.6923828125,16821.966796875,13614.1728515625
Q9UJX6,ANAPC2,14329.7119140625,12892.265625,13941.7529296875,10774.3173828125,12256.9462890625,12061.5615234375
Q9UJZ1,STOML2,343528.71875,333044.4375,345499.4375,334671.75,355740.125,355627.34375
Q9UK41,VPS28,24804.513671875,28030.234375,34806.96484375,30831.099609375,33278.2109375,33315.8984375
Q9UK45,LSM7,112780.9375,106876.109375,111652.640625,105959.8984375,106951.265625,110503.609375
Q9UK58,CCNL1,5793.208984375,4860.1162109375,5873.513671875,4186.56591796875,3569.459716796875,4423.7939453125
Q9UK59,DBR1,2660.422607421875,2282.505615234375,4433.6201171875,1291.4725341796875,996.404296875,1802.0677490234375
Q9UK61,FAM208A,25253.662109375,21255.1015625,24115.974609375,21541.556640625,20945.759765625,23430.609375
Q9UK73,FEM1B,6727.45654296875,6562.607421875,9703.4609375,12890.529296875,10635.12890625,13616.2548828125
Q9UK76,HN1,156792.484375,135660.859375,140167.078125,151743.5,167132.28125,162324.140625
Q9UKA9,PTBP2,25329.19921875,26955.017578125,24320.681640625,27238.83203125,22990.365234375,23047.248046875
Q9UKB1,FBXW11,8863.412109375,7139.8427734375,5961.0869140625,6870.6943359375,4085.685302734375,3509.869384765625
Q9UKD2,MRTO4,188882.90625,176658.375,177303.296875,178440.21875,188158.8125,194463.984375
Q9UKF6,CPSF3,60621.58203125,59926.37890625,62716.8203125,63756.09375,62023.8125,64285.80859375
Q9UKG1,APPL1,29671.33203125,25399.89453125,29056.376953125,30386.87109375,28069.158203125,22974.353515625
Q9UKJ3,GPATCH8,5991.28662109375,6736.9638671875,3639.551513671875,7339.95751953125,3507.449951171875,5868.4267578125
Q9UKK3,PARP4,24124.150390625,21120.306640625,22667.591796875,25557.978515625,25581.205078125,24449.123046875
Q9UKK9,NUDT5,78206.78125,77495.796875,76244.7109375,81683.34375,82403.4140625,91365.46875
Q9UKL0,RCOR1,38044.20703125,36026.04296875,41988.03515625,38507.23828125,40867.65625,38110
Q9UKM7,MAN1B1,12406.5751953125,11876.0244140625,12618.607421875,14388.8291015625,16492.654296875,11652.4970703125
Q9UKM9,RALY,392251.9375,374586.4375,395199.78125,404111.6875,415683.75,416010.90625
Q9UKN8,GTF3C4,48330.8125,48462.84765625,46098.10546875,51782.7734375,51571.70703125,55872.65625
Q9UKR5,C14orf1,43182.5,39329.328125,40320.55859375,43021.41015625,44793.2421875,45834.75390625
Q9UKS6,PACSIN3,17840.318359375,17687.1015625,18269.5625,17630.26953125,17352.921875,17381.482421875
Q9UKU7,ACAD8,44405.2734375,40506.84375,47036.296875,46501.36328125,43382.9921875,42396.66796875
Q9UKV3,ACIN1,140111.28125,131663.71875,145574.296875,150311.953125,149714.625,151006.75
Q9UKV5,AMFR,4447.8779296875,2052.072509765625,2192.592529296875,4155.53369140625,4446.92431640625,4822.38671875
Q9UKV8,AGO2,31642.1015625,27066.9453125,30793.978515625,33805.47265625,33486.2734375,35523.59375
Q9UKX7,NUP50,80926.09375,75388.65625,77368.546875,79026.1171875,84365.5078125,79506.40625
Q9UKY7,CDV3,124228.6796875,110702.9921875,111349.9140625,134101.625,154280.21875,148415.890625
Q9UKZ1,CNOT11,9383.4375,10639.4951171875,11026.6484375,12239.4306640625,13330.83203125,12175.4560546875
Q9UL03,INTS6,11660.4931640625,13014.5205078125,13053.931640625,13495.84375,14866.9970703125,16521.931640625
Q9UL15,BAG5,20005.029296875,19668.36328125,20224.12890625,23855.8359375,23692.201171875,24773.033203125
Q9UL18,AGO1,18530.59765625,18293.1015625,17564.7578125,20077.59765625,19732.048828125,17491.8515625
Q9UL25,RAB21,229134.40625,231046.53125,246059.25,252219.46875,246185.53125,254778.953125
Q9UL26,RAB22A,74392.2578125,66299.515625,72760.1953125,80280.0390625,70358.109375,60622.16796875
Q9UL40,ZNF346,27140.15234375,25645.818359375,26442.875,29671.697265625,25558.876953125,25600.68359375
Q9UL46,PSME2,209616.3125,203065.21875,214647.484375,232188.90625,212492.015625,222629.0625
Q9UL54,TAOK2,4738.08642578125,3920.38671875,6274.70947265625,2394.552001953125,4359.07568359375,3317.306640625
Q9UL63,MKLN1,12847.705078125,13366.294921875,13647.10546875,14311.064453125,17787.767578125,16497.529296875
Q9ULC3,RAB23,15330.6337890625,11069.3408203125,10035.0908203125,10861.693359375,15428.984375,12731.88671875
Q9ULC4,MCTS1,109108.2578125,123973.4765625,118780.8671875,127825.6171875,142100.5,155884.734375
Q9ULE3,DENND2A,59717.52734375,54784.359375,54834.09765625,64485.109375,79010.40625,75119.890625
Q9ULH0,KIDINS220,20408.1171875,13582.1572265625,20085.322265625,20078.923828125,18518.828125,22516.318359375
Q9ULH1,ASAP1,7056.71337890625,4047.2333984375,5254.91845703125,4306.77294921875,1488.4498291015625,2023.228271484375
Q9ULH7,MKL2,14463.6181640625,12396.939453125,11477.0234375,12595.8095703125,15314.1787109375,16507.486328125
Q9ULK4,MED23,14964.41015625,16064.6943359375,16482.6875,14503.080078125,16286.43359375,19280.310546875
Q9ULL5,PRR12,3897.96630859375,2009.2833251953125,5945.33203125,3033.170654296875,5559.55126953125,8395.884765625
Q9ULR0,ISY1,11806.5859375,8978.09375,11369.533203125,13870.021484375,13063.560546875,18696.76171875
Q9ULT8,HECTD1,25443.650390625,23622.572265625,26039.60546875,25445.404296875,27789.810546875,28127.544921875
Q9ULU4,ZMYND8,33143.671875,31780.5546875,33735.3984375,31044.73828125,33668.390625,39097.44921875
Q9ULV4,CORO1C,589037,551364.4375,590306.3125,638164.0625,630514.875,640930.6875
Q9ULW0,TPX2,72301.3359375,63564.35546875,74856.5546875,69663.3125,74767.2734375,70543.7421875
Q9ULW3,ABT1,30324.748046875,27758.849609375,28129.359375,26429.5546875,30825.955078125,31381.529296875
Q9ULX3,NOB1,29639.22265625,29446.380859375,28621.419921875,37004.109375,34564.61328125,34893.74609375
Q9ULX6,AKAP8L,22031.896484375,20608.15625,20148.421875,19765.595703125,21553.091796875,16685.162109375
Q9ULX9,MAFF,7493.0537109375,8750.08984375,6836.2802734375,4913.55712890625,7136.93798828125,7032.89111328125
Q9ULZ3,PYCARD,28996.103515625,25906.755859375,27266.798828125,25800.416015625,28666.28125,28194.701171875
Q9UM00,TMCO1,209862.734375,190067.515625,207455.28125,195844.25,185279.796875,201321.328125
Q9UM22,EPDR1,8086.0947265625,5342.42626953125,9306.7275390625,9850.3759765625,6981.43994140625,12155.9931640625
Q9UM54,MYO6,7761.16796875,7253.48681640625,7403.65625,6333.25634765625,6836.5458984375,7444.70947265625
Q9UMS0,NFU1,39731.8984375,35447.4140625,39537.77734375,38428.80859375,40986.98828125,38317.15625
Q9UMS4,PRPF19,337374.375,331332.15625,346013.625,346827.09375,380741.125,356595.25
Q9UMX0,UBQLN1,87339.453125,70493.046875,75685.46875,77509.6796875,93699.7890625,92291.3828125
Q9UMX5,NENF,212280.84375,202009.21875,209538.890625,213317.6875,224495.515625,216892.453125
Q9UMY1,NOL7,49616.24609375,49461.6328125,52359.625,48487.5546875,49646.0234375,51608.3125
Q9UMY4,SNX12,53155.4765625,53261.2578125,54785.8984375,54430.73046875,58199.53515625,58094.64453125
Q9UN37,VPS4A,11127.2939453125,10357.1796875,13095.939453125,10904.8076171875,13962.82421875,10442.9853515625
Q9UN67;Q9Y5E1,PCDHB10;PCDHB9,9402.6943359375,7394.21337890625,8877.876953125,11656.0244140625,11281.6279296875,10087.16015625
Q9UN81,L1RE1,9406.5869140625,11804.82421875,9629.9306640625,11693.7060546875,11923.2236328125,16165.68359375
Q9UN86,G3BP2,134480.609375,127000.875,137078.5625,143044.34375,148696.8125,143839.140625
Q9UNA1,ARHGAP26,4166.06201171875,6236.07568359375,6331.72802734375,5760.2001953125,4959.69580078125,6947.380859375
Q9UNE7,STUB1,66933.0625,61619.9296875,63373.9453125,69236.234375,72324.1171875,73313.3125
Q9UNF0,PACSIN2,60775.546875,50994.49609375,55547.30078125,56371.05859375,56654.13671875,54834.11328125
Q9UNF1,MAGED2,68743.5859375,67078.9140625,72673.8359375,74036,73919.703125,72399.03125
Q9UNH7,SNX6,47979.92578125,43608.34375,47240.5859375,48279.078125,49973.5390625,50629.53515625
Q9UNI6,DUSP12,10385.638671875,13814.546875,16175.5107421875,17201.900390625,15441.9892578125,14771.6767578125
Q9UNK0,STX8,49033.703125,48329.88671875,54246.41796875,54017.8515625,62179.9609375,55783.796875
Q9UNL2,SSR3,85812.703125,78863.1171875,76257.5078125,80089.84375,73905.046875,70799.2421875
Q9UNM6,PSMD13,336491,321315.9375,341014.78125,361322.21875,372148.09375,363078.59375
Q9UNN5,FAF1,56143.5390625,55529.40625,55204.15625,62423.0703125,58040.57421875,62193.4609375
Q9UNN8,PROCR,16830.34375,18160.498046875,16534.33203125,15317.015625,14370.8603515625,13760.94921875
Q9UNP9,PPIE,65382.25390625,64751.80859375,65990.203125,67356.7109375,73381.2265625,79491.0703125
Q9UNQ0,ABCG2,37938.68359375,31244.751953125,38058.9609375,38449.1796875,33320.06640625,41251
Q9UNQ2,DIMT1,66541.59375,47943.51953125,59816.2578125,40456.890625,59574.484375,51983.375
Q9UNS1,TIMELESS,17449.294921875,16574.17578125,20025.232421875,19121.453125,19006.9375,19172.619140625
Q9UNS2,COPS3,134733.9375,113670.5546875,127633.875,128130.125,128425.609375,128060.8125
Q9UNW1,MINPP1,29937.15234375,28306.8984375,30121.267578125,28595.41015625,28385.791015625,29598.28125
Q9UNX3,RPL26L1,45036.01953125,45470.58203125,46860.5,40304.55078125,51438.04296875,44158.75390625
Q9UNX4,WDR3,52175.578125,47696.2578125,52814.0546875,50202.8359375,56533.95703125,55692.19921875
Q9UNZ2,NSFL1C,220825.3125,208317.328125,220045.5625,236561.296875,235545.375,238174.203125
Q9UNZ5,C19orf53,79282.8515625,53218.44140625,64887.5234375,48882.83203125,57951.83203125,58021.65625
Q9UP83,COG5,8429.1904296875,8282.80078125,8589.7490234375,9560.15234375,10198.45703125,11046.6591796875
Q9UP95,SLC12A4,21350.095703125,20377.642578125,17635.58984375,21767.826171875,18697.181640625,20560.701171875
Q9UPM8,AP4E1,1039.93994140625,2141.589111328125,1225.734619140625,3924.271240234375,4626.9541015625,4800.78564453125
Q9UPN3,MACF1,44444.75390625,40662.26171875,44741.35546875,45338.1484375,48340.86328125,47823.53515625
Q9UPN4,CEP131,14731.7998046875,16126.1591796875,14661.3291015625,12804.9814453125,14307.2197265625,13696.6455078125
Q9UPN6,SCAF8,57060.8828125,55582.6328125,62931.7578125,61924.93359375,61925.41796875,62085.3359375
Q9UPN7,PPP6R1,12288.3701171875,11586.9462890625,11577.9970703125,12275.5615234375,13042.1435546875,16710.25
Q9UPN9,TRIM33,19643.109375,15462.2578125,18489.923828125,13135.2001953125,17533.326171875,15616.3916015625
Q9UPQ0,LIMCH1,15026.16796875,13299.1611328125,16336.7255859375,14572.6708984375,14039.1298828125,16670.984375
Q9UPT5,EXOC7,27816.759765625,24378.060546875,25411.232421875,25932.658203125,29532.09375,29751.671875
Q9UPT8,ZC3H4,42216.5078125,36734.19140625,34685.859375,42010.03515625,38701.1484375,40235.59765625
Q9UPU5,USP24,7997.11328125,7291.5263671875,7496.4755859375,8316.8544921875,8813.716796875,8569.513671875
Q9UPY3,DICER1,12749.228515625,11389.775390625,18246.279296875,14178.8642578125,14268.7998046875,16898.62109375
Q9UPY5,SLC7A11,108868.1484375,107075.1796875,106473.21875,110242.2421875,102377.4375,104214.3671875
Q9UQ13,SHOC2,12194.3271484375,9721.99609375,9529.267578125,9149.41796875,12937.7578125,8693.63671875
Q9UQ35,SRRM2,500200.21875,461162.1875,507550.84375,543504.75,566479.0625,557931
Q9UQ80,PA2G4,636037,612070.875,638861,613736.375,659473.5625,670150.9375
Q9UQB8,BAIAP2,15668.607421875,13667.3388671875,16617.578125,17943.587890625,16501.9765625,17333.44921875
Q9UQE7,SMC3,115858.6328125,108406.5625,112461.0859375,121314.046875,128036.703125,121715.2890625
Q9UQM7,CAMK2A,20950.421875,18906.001953125,20152.7578125,21442.3359375,19882.021484375,21452.916015625
Q9UQN3,CHMP2B,121940.7734375,111974.9296875,128306.65625,137866.640625,130309.0703125,135548.578125
Q9UQR0,SCML2,28400.19921875,23457.150390625,29129.564453125,25468.734375,28367.375,30459.384765625
Q9Y221,NIP7,136017.96875,130670.4921875,139878.375,148008.90625,149373.53125,150270.34375
Q9Y223,GNE,38331.54296875,38332.7421875,35207.62109375,40219.68359375,43881.87890625,39540.125
Q9Y224,C14orf166,106204.875,106228.9765625,115052.75,114094.578125,118512.9609375,116412.9453125
Q9Y230,RUVBL2,410682.09375,383933.75,406623.6875,413687.53125,419301.15625,422756.6875
Q9Y232,CDYL,30391.33984375,26298.20703125,27076.0859375,27974.291015625,29532.984375,32697.099609375
Q9Y237,PIN4,44105.48828125,45996.859375,39567.6015625,23792.541015625,32471.697265625,33056.44140625
Q9Y241,HIGD1A,31626.322265625,31077.646484375,27989.3359375,26498.0234375,26766.36328125,21410.353515625
Q9Y244,POMP,7548.54248046875,4851.40771484375,6101.77978515625,5130.95751953125,6124.65673828125,5449.3056640625
Q9Y248,GINS2,5746.9658203125,7414.24658203125,6238.263671875,5742.8076171875,6693.94091796875,3986.034912109375
Q9Y256,RCE1,18337.0859375,17206.896484375,17532.134765625,14302.44140625,15083.9765625,14651.486328125
Q9Y262,EIF3L,425479.8125,408135.40625,426400.40625,432169.15625,450413.90625,453901.03125
Q9Y263,PLAA,54455.96484375,45142.48046875,56924.8359375,54546.98046875,53339.5390625,53443.7578125
Q9Y265,RUVBL1,424176.21875,384930.5625,395327.1875,398949.65625,423872.5625,415869.75
Q9Y266,NUDC,298518.125,269605.0625,295042.34375,307172.25,305509.125,306500.96875
Q9Y276,BCS1L,20040.9453125,16274.3896484375,18021.138671875,18815.25390625,17188.88671875,17763.4375
Q9Y277,VDAC3,389447.34375,382994.75,399992.875,369495.40625,402326.65625,400728.78125
Q9Y281,CFL2,91087.3671875,93362.8046875,93532.6015625,102345.4453125,103125.078125,88680.796875
Q9Y282,ERGIC3,85763.3359375,79842.1328125,91062.4375,86543.4453125,83764.3125,83420.0546875
Q9Y285,FARSA,109710.015625,107126.6796875,107848.75,104785.859375,104172.5390625,108818.46875
Q9Y287,ITM2B,4541.90283203125,2899.992431640625,2012.74365234375,3790.3251953125,1102.531005859375,2142.14990234375
Q9Y289,SLC5A6,20072.71875,17488.15234375,16521.736328125,19533.07421875,20843.546875,22677.59765625
Q9Y291,MRPS33,30345.853515625,25467.904296875,25997.642578125,21282.10546875,21634.83203125,19601.666015625
Q9Y294,ASF1A,33626.67578125,31103.896484375,31306.689453125,31797.142578125,34415.08984375,34345.80078125
Q9Y295,DRG1,59409.28515625,52948.52734375,52967.640625,56501.6171875,59083.65625,59206.34375
Q9Y296,TRAPPC4,16748.37890625,23993.7421875,22109.6484375,18721.78515625,19332.533203125,16128.22265625
Q9Y2A7,NCKAP1,151352.703125,144860.796875,151719.546875,160389.78125,157436.03125,174618.515625
